,judge_id,project_id,prize_name,category_name,score
623,35,15,Best Game Hack,Technical Depth,6.0
624,35,8,Best Game Hack,Creativity,5.5
625,35,8,Best Game Hack,Practicality,5.5
626,35,8,Best Game Hack,Polish,5.5
627,35,8,Best Game Hack,Technical Depth,5.5
628,2,29,Garverick Memorial Hack,Creativity,8.75
629,2,29,Garverick Memorial Hack,Practicality,8.75
630,2,29,Garverick Memorial Hack,Polish,8.75
631,2,29,Garverick Memorial Hack,Technical Depth,8.75
632,2,26,Garverick Memorial Hack,Creativity,10.0
633,2,26,Garverick Memorial Hack,Practicality,10.0
634,2,26,Garverick Memorial Hack,Polish,10.0
635,2,26,Garverick Memorial Hack,Technical Depth,10.0
636,2,24,Garverick Memorial Hack,Creativity,6.25
637,2,24,Garverick Memorial Hack,Practicality,6.25
638,2,24,Garverick Memorial Hack,Polish,6.25
639,2,24,Garverick Memorial Hack,Technical Depth,6.25
640,2,22,Garverick Memorial Hack,Creativity,10.0
641,2,22,Garverick Memorial Hack,Practicality,10.0
642,2,22,Garverick Memorial Hack,Polish,10.0
643,2,22,Garverick Memorial Hack,Technical Depth,10.0
644,2,20,Garverick Memorial Hack,Creativity,10.0
645,2,20,Garverick Memorial Hack,Practicality,10.0
646,2,20,Garverick Memorial Hack,Polish,10.0
647,2,20,Garverick Memorial Hack,Technical Depth,10.0
648,2,18,Garverick Memorial Hack,Creativity,6.25
649,2,18,Garverick Memorial Hack,Practicality,6.25
650,2,18,Garverick Memorial Hack,Polish,6.25
651,2,18,Garverick Memorial Hack,Technical Depth,6.25
652,2,15,Garverick Memorial Hack,Creativity,10.0
653,2,15,Garverick Memorial Hack,Practicality,10.0
654,2,15,Garverick Memorial Hack,Polish,10.0
655,2,15,Garverick Memorial Hack,Technical Depth,10.0
656,2,12,Garverick Memorial Hack,Creativity,7.5
657,2,12,Garverick Memorial Hack,Practicality,7.5
658,2,12,Garverick Memorial Hack,Polish,7.5
659,2,12,Garverick Memorial Hack,Technical Depth,7.5
660,2,11,Garverick Memorial Hack,Creativity,7.5
661,2,11,Garverick Memorial Hack,Practicality,7.5
662,2,11,Garverick Memorial Hack,Polish,7.5
663,2,11,Garverick Memorial Hack,Technical Depth,7.5
664,2,10,Garverick Memorial Hack,Creativity,8.75
665,2,10,Garverick Memorial Hack,Practicality,8.75
666,2,10,Garverick Memorial Hack,Polish,8.75
667,2,10,Garverick Memorial Hack,Technical Depth,8.75
668,2,6,Garverick Memorial Hack,Creativity,8.75
669,2,6,Garverick Memorial Hack,Practicality,8.75
670,2,6,Garverick Memorial Hack,Polish,8.75
671,2,6,Garverick Memorial Hack,Technical Depth,8.75
672,2,3,Garverick Memorial Hack,Creativity,7.5
673,2,3,Garverick Memorial Hack,Practicality,7.5
674,2,3,Garverick Memorial Hack,Polish,7.5
675,2,3,Garverick Memorial Hack,Technical Depth,7.5
676,2,2,Garverick Memorial Hack,Creativity,6.25
677,2,2,Garverick Memorial Hack,Practicality,6.25
678,2,2,Garverick Memorial Hack,Polish,6.25
679,2,2,Garverick Memorial Hack,Technical Depth,6.25
680,2,1,Garverick Memorial Hack,Creativity,8.75
681,2,1,Garverick Memorial Hack,Practicality,8.75
682,2,1,Garverick Memorial Hack,Polish,8.75
683,2,1,Garverick Memorial Hack,Technical Depth,8.75
684,2,14,Garverick Memorial Hack,Creativity,6.25
685,2,14,Garverick Memorial Hack,Practicality,6.25
686,2,14,Garverick Memorial Hack,Polish,6.25
687,2,14,Garverick Memorial Hack,Technical Depth,6.25
688,12,29,Garverick Memorial Hack,Creativity,4.5
689,12,29,Garverick Memorial Hack,Practicality,4.5
690,12,29,Garverick Memorial Hack,Polish,4.5
691,12,29,Garverick Memorial Hack,Technical Depth,4.5
692,12,26,Garverick Memorial Hack,Creativity,8.25
693,12,26,Garverick Memorial Hack,Practicality,8.25
694,12,26,Garverick Memorial Hack,Polish,8.25
695,12,26,Garverick Memorial Hack,Technical Depth,8.25
696,12,24,Garverick Memorial Hack,Creativity,4.25
697,12,24,Garverick Memorial Hack,Practicality,4.25
698,12,24,Garverick Memorial Hack,Polish,4.25
699,12,24,Garverick Memorial Hack,Technical Depth,4.25
700,12,22,Garverick Memorial Hack,Creativity,7.0
701,12,22,Garverick Memorial Hack,Practicality,7.0
702,12,22,Garverick Memorial Hack,Polish,7.0
703,12,22,Garverick Memorial Hack,Technical Depth,7.0
704,12,20,Garverick Memorial Hack,Creativity,8.0
705,12,20,Garverick Memorial Hack,Practicality,8.0
706,12,20,Garverick Memorial Hack,Polish,8.0
707,12,20,Garverick Memorial Hack,Technical Depth,8.0
708,12,18,Garverick Memorial Hack,Creativity,7.0
709,12,18,Garverick Memorial Hack,Practicality,7.0
710,12,18,Garverick Memorial Hack,Polish,7.0
711,12,18,Garverick Memorial Hack,Technical Depth,7.0
712,12,15,Garverick Memorial Hack,Creativity,8.0
713,12,15,Garverick Memorial Hack,Practicality,8.0
714,12,15,Garverick Memorial Hack,Polish,8.0
715,12,15,Garverick Memorial Hack,Technical Depth,8.0
716,12,12,Garverick Memorial Hack,Creativity,8.25
717,12,12,Garverick Memorial Hack,Practicality,8.25
718,12,12,Garverick Memorial Hack,Polish,8.25
719,12,12,Garverick Memorial Hack,Technical Depth,8.25
720,12,11,Garverick Memorial Hack,Creativity,6.75
721,12,11,Garverick Memorial Hack,Practicality,6.75
722,12,11,Garverick Memorial Hack,Polish,6.75
723,12,11,Garverick Memorial Hack,Technical Depth,6.75
724,12,10,Garverick Memorial Hack,Creativity,7.0
725,12,10,Garverick Memorial Hack,Practicality,7.0
726,12,10,Garverick Memorial Hack,Polish,7.0
727,12,10,Garverick Memorial Hack,Technical Depth,7.0
728,12,6,Garverick Memorial Hack,Creativity,8.0
729,12,6,Garverick Memorial Hack,Practicality,8.0
730,12,6,Garverick Memorial Hack,Polish,8.0
731,12,6,Garverick Memorial Hack,Technical Depth,8.0
732,12,3,Garverick Memorial Hack,Creativity,8.0
733,12,3,Garverick Memorial Hack,Practicality,8.0
734,12,3,Garverick Memorial Hack,Polish,8.0
735,12,3,Garverick Memorial Hack,Technical Depth,8.0
736,12,2,Garverick Memorial Hack,Creativity,7.0
737,12,2,Garverick Memorial Hack,Practicality,7.0
738,12,2,Garverick Memorial Hack,Polish,7.0
739,12,2,Garverick Memorial Hack,Technical Depth,7.0
740,12,1,Garverick Memorial Hack,Creativity,9.25
741,12,1,Garverick Memorial Hack,Practicality,9.25
742,12,1,Garverick Memorial Hack,Polish,9.25
743,12,1,Garverick Memorial Hack,Technical Depth,9.25
744,12,14,Garverick Memorial Hack,Creativity,6.75
745,12,14,Garverick Memorial Hack,Practicality,6.75
746,12,14,Garverick Memorial Hack,Polish,6.75
747,12,14,Garverick Memorial Hack,Technical Depth,6.75
748,59,29,Garverick Memorial Hack,Creativity,7.75
749,59,29,Garverick Memorial Hack,Practicality,7.75
750,59,29,Garverick Memorial Hack,Polish,7.75
751,59,29,Garverick Memorial Hack,Technical Depth,7.75
752,59,26,Garverick Memorial Hack,Creativity,8.0
753,59,26,Garverick Memorial Hack,Practicality,8.0
754,59,26,Garverick Memorial Hack,Polish,8.0
755,59,26,Garverick Memorial Hack,Technical Depth,8.0
756,59,24,Garverick Memorial Hack,Creativity,5.25
757,59,24,Garverick Memorial Hack,Practicality,5.25
758,59,24,Garverick Memorial Hack,Polish,5.25
759,59,24,Garverick Memorial Hack,Technical Depth,5.25
760,59,22,Garverick Memorial Hack,Creativity,8.0
761,59,22,Garverick Memorial Hack,Practicality,8.0
762,59,22,Garverick Memorial Hack,Polish,8.0
763,59,22,Garverick Memorial Hack,Technical Depth,8.0
764,59,20,Garverick Memorial Hack,Creativity,8.25
765,59,20,Garverick Memorial Hack,Practicality,8.25
766,59,20,Garverick Memorial Hack,Polish,8.25
767,59,20,Garverick Memorial Hack,Technical Depth,8.25
768,59,18,Garverick Memorial Hack,Creativity,7.75
769,59,18,Garverick Memorial Hack,Practicality,7.75
770,59,18,Garverick Memorial Hack,Polish,7.75
771,59,18,Garverick Memorial Hack,Technical Depth,7.75
772,59,15,Garverick Memorial Hack,Creativity,8.5
773,59,15,Garverick Memorial Hack,Practicality,8.5
774,59,15,Garverick Memorial Hack,Polish,8.5
775,59,15,Garverick Memorial Hack,Technical Depth,8.5
776,59,12,Garverick Memorial Hack,Creativity,9.5
777,59,12,Garverick Memorial Hack,Practicality,9.5
778,59,12,Garverick Memorial Hack,Polish,9.5
779,59,12,Garverick Memorial Hack,Technical Depth,9.5
780,59,11,Garverick Memorial Hack,Creativity,9.25
781,59,11,Garverick Memorial Hack,Practicality,9.25
782,59,11,Garverick Memorial Hack,Polish,9.25
783,59,11,Garverick Memorial Hack,Technical Depth,9.25
784,59,10,Garverick Memorial Hack,Creativity,9.75
785,59,10,Garverick Memorial Hack,Practicality,9.75
786,59,10,Garverick Memorial Hack,Polish,9.75
787,59,10,Garverick Memorial Hack,Technical Depth,9.75
788,59,6,Garverick Memorial Hack,Creativity,8.0
789,59,6,Garverick Memorial Hack,Practicality,8.0
790,59,6,Garverick Memorial Hack,Polish,8.0
791,59,6,Garverick Memorial Hack,Technical Depth,8.0
792,59,3,Garverick Memorial Hack,Creativity,8.75
793,59,3,Garverick Memorial Hack,Practicality,8.75
794,59,3,Garverick Memorial Hack,Polish,8.75
795,59,3,Garverick Memorial Hack,Technical Depth,8.75
796,59,2,Garverick Memorial Hack,Creativity,6.75
797,59,2,Garverick Memorial Hack,Practicality,6.75
798,59,2,Garverick Memorial Hack,Polish,6.75
799,59,2,Garverick Memorial Hack,Technical Depth,6.75
800,59,1,Garverick Memorial Hack,Creativity,6.75
801,59,1,Garverick Memorial Hack,Practicality,6.75
802,59,1,Garverick Memorial Hack,Polish,6.75
803,59,1,Garverick Memorial Hack,Technical Depth,6.75
804,59,14,Garverick Memorial Hack,Creativity,8.25
805,59,14,Garverick Memorial Hack,Practicality,8.25
806,59,14,Garverick Memorial Hack,Polish,8.25
807,59,14,Garverick Memorial Hack,Technical Depth,8.25
808,28,31,Best Hardware Hack,Creativity,0.0
809,28,31,Best Hardware Hack,Practicality,0.0
810,28,31,Best Hardware Hack,Polish,0.0
811,28,31,Best Hardware Hack,Technical Depth,0.0
812,28,29,Best Hardware Hack,Creativity,8.0
813,28,29,Best Hardware Hack,Practicality,8.0
814,28,29,Best Hardware Hack,Polish,8.0
815,28,29,Best Hardware Hack,Technical Depth,8.0
816,28,26,Best Hardware Hack,Creativity,8.5
817,28,26,Best Hardware Hack,Practicality,8.5
818,28,26,Best Hardware Hack,Polish,8.5
819,28,26,Best Hardware Hack,Technical Depth,8.5
820,28,20,Best Hardware Hack,Creativity,8.25
821,28,20,Best Hardware Hack,Practicality,8.25
822,28,20,Best Hardware Hack,Polish,8.25
823,28,20,Best Hardware Hack,Technical Depth,8.25
824,28,18,Best Hardware Hack,Creativity,7.5
825,28,18,Best Hardware Hack,Practicality,7.5
826,28,18,Best Hardware Hack,Polish,7.5
827,28,18,Best Hardware Hack,Technical Depth,7.5
828,28,17,Best Hardware Hack,Creativity,7.25
829,28,17,Best Hardware Hack,Practicality,7.25
830,28,17,Best Hardware Hack,Polish,7.25
831,28,17,Best Hardware Hack,Technical Depth,7.25
832,28,16,Best Hardware Hack,Creativity,8.5
833,28,16,Best Hardware Hack,Practicality,8.5
834,28,16,Best Hardware Hack,Polish,8.5
835,28,16,Best Hardware Hack,Technical Depth,8.5
836,28,7,Best Hardware Hack,Creativity,6.25
837,28,7,Best Hardware Hack,Practicality,6.25
838,28,7,Best Hardware Hack,Polish,6.25
839,28,7,Best Hardware Hack,Technical Depth,6.25
840,28,1,Best Hardware Hack,Creativity,9.75
841,28,1,Best Hardware Hack,Practicality,9.75
842,28,1,Best Hardware Hack,Polish,9.75
843,28,1,Best Hardware Hack,Technical Depth,9.75
844,18,31,Best Hardware Hack,Creativity,0.0
845,18,31,Best Hardware Hack,Practicality,0.0
846,18,31,Best Hardware Hack,Polish,0.0
847,18,31,Best Hardware Hack,Technical Depth,0.0
848,18,29,Best Hardware Hack,Creativity,7.25
849,18,29,Best Hardware Hack,Practicality,7.25
850,18,29,Best Hardware Hack,Polish,7.25
851,18,29,Best Hardware Hack,Technical Depth,7.25
852,18,26,Best Hardware Hack,Creativity,9.0
853,18,26,Best Hardware Hack,Practicality,9.0
854,18,26,Best Hardware Hack,Polish,9.0
855,18,26,Best Hardware Hack,Technical Depth,9.0
856,18,20,Best Hardware Hack,Creativity,8.5
857,18,20,Best Hardware Hack,Practicality,8.5
858,18,20,Best Hardware Hack,Polish,8.5
859,18,20,Best Hardware Hack,Technical Depth,8.5
860,18,18,Best Hardware Hack,Creativity,6.5
861,18,18,Best Hardware Hack,Practicality,6.5
862,18,18,Best Hardware Hack,Polish,6.5
863,18,18,Best Hardware Hack,Technical Depth,6.5
864,18,17,Best Hardware Hack,Creativity,5.25
865,18,17,Best Hardware Hack,Practicality,5.25
866,18,17,Best Hardware Hack,Polish,5.25
867,18,17,Best Hardware Hack,Technical Depth,5.25
868,18,16,Best Hardware Hack,Creativity,6.75
869,18,16,Best Hardware Hack,Practicality,6.75
870,18,16,Best Hardware Hack,Polish,6.75
871,18,16,Best Hardware Hack,Technical Depth,6.75
872,18,7,Best Hardware Hack,Creativity,5.25
873,18,7,Best Hardware Hack,Practicality,5.25
874,18,7,Best Hardware Hack,Polish,5.25
875,18,7,Best Hardware Hack,Technical Depth,5.25
876,18,1,Best Hardware Hack,Creativity,7.5
877,18,1,Best Hardware Hack,Practicality,7.5
878,18,1,Best Hardware Hack,Polish,7.5
879,18,1,Best Hardware Hack,Technical Depth,7.5
880,41,31,Best Hardware Hack,Creativity,
881,41,31,Best Hardware Hack,Practicality,
882,41,31,Best Hardware Hack,Polish,
883,41,31,Best Hardware Hack,Technical Depth,
884,41,29,Best Hardware Hack,Creativity,7.5
885,41,29,Best Hardware Hack,Practicality,7.5
886,41,29,Best Hardware Hack,Polish,7.5
887,41,29,Best Hardware Hack,Technical Depth,7.5
888,41,26,Best Hardware Hack,Creativity,7.25
889,41,26,Best Hardware Hack,Practicality,7.25
890,41,26,Best Hardware Hack,Polish,7.25
891,41,26,Best Hardware Hack,Technical Depth,7.25
892,41,20,Best Hardware Hack,Creativity,8.5
893,41,20,Best Hardware Hack,Practicality,8.5
894,41,20,Best Hardware Hack,Polish,8.5
895,41,20,Best Hardware Hack,Technical Depth,8.5
896,41,18,Best Hardware Hack,Creativity,7.75
897,41,18,Best Hardware Hack,Practicality,7.75
898,41,18,Best Hardware Hack,Polish,7.75
899,41,18,Best Hardware Hack,Technical Depth,7.75
900,41,17,Best Hardware Hack,Creativity,6.0
901,41,17,Best Hardware Hack,Practicality,6.0
902,41,17,Best Hardware Hack,Polish,6.0
903,41,17,Best Hardware Hack,Technical Depth,6.0
904,41,16,Best Hardware Hack,Creativity,7.0
905,41,16,Best Hardware Hack,Practicality,7.0
906,41,16,Best Hardware Hack,Polish,7.0
907,41,16,Best Hardware Hack,Technical Depth,7.0
908,41,7,Best Hardware Hack,Creativity,6.0
909,41,7,Best Hardware Hack,Practicality,6.0
910,41,7,Best Hardware Hack,Polish,6.0
911,41,7,Best Hardware Hack,Technical Depth,6.0
912,41,1,Best Hardware Hack,Creativity,8.75
913,41,1,Best Hardware Hack,Practicality,8.75
914,41,1,Best Hardware Hack,Polish,8.75
915,41,1,Best Hardware Hack,Technical Depth,8.75
916,3,31,Best Hardware Hack,Creativity,
917,3,31,Best Hardware Hack,Practicality,
918,3,31,Best Hardware Hack,Polish,
919,3,31,Best Hardware Hack,Technical Depth,
920,3,29,Best Hardware Hack,Creativity,6.0
921,3,29,Best Hardware Hack,Practicality,6.0
922,3,29,Best Hardware Hack,Polish,6.0
923,3,29,Best Hardware Hack,Technical Depth,6.0
924,3,26,Best Hardware Hack,Creativity,6.25
925,3,26,Best Hardware Hack,Practicality,6.25
926,3,26,Best Hardware Hack,Polish,6.25
927,3,26,Best Hardware Hack,Technical Depth,6.25
928,3,20,Best Hardware Hack,Creativity,6.75
929,3,20,Best Hardware Hack,Practicality,6.75
930,3,20,Best Hardware Hack,Polish,6.75
931,3,20,Best Hardware Hack,Technical Depth,6.75
932,3,18,Best Hardware Hack,Creativity,5.75
933,3,18,Best Hardware Hack,Practicality,5.75
934,3,18,Best Hardware Hack,Polish,5.75
935,3,18,Best Hardware Hack,Technical Depth,5.75
936,3,17,Best Hardware Hack,Creativity,2.5
937,3,17,Best Hardware Hack,Practicality,2.5
938,3,17,Best Hardware Hack,Polish,2.5
939,3,17,Best Hardware Hack,Technical Depth,2.5
940,3,16,Best Hardware Hack,Creativity,5.0
941,3,16,Best Hardware Hack,Practicality,5.0
942,3,16,Best Hardware Hack,Polish,5.0
943,3,16,Best Hardware Hack,Technical Depth,5.0
944,3,7,Best Hardware Hack,Creativity,3.75
945,3,7,Best Hardware Hack,Practicality,3.75
946,3,7,Best Hardware Hack,Polish,3.75
947,3,7,Best Hardware Hack,Technical Depth,3.75
948,3,1,Best Hardware Hack,Creativity,7.0
949,3,1,Best Hardware Hack,Practicality,7.0
950,3,1,Best Hardware Hack,Polish,7.0
951,3,1,Best Hardware Hack,Technical Depth,7.0
952,33,29,Health Track,Creativity,5.75
953,33,29,Health Track,Practicality,5.75
954,33,29,Health Track,Polish,5.75
955,33,29,Health Track,Technical Depth,5.75
956,33,13,Health Track,Creativity,7.5
957,33,13,Health Track,Practicality,7.5
958,33,13,Health Track,Polish,7.5
959,33,13,Health Track,Technical Depth,7.5
960,33,10,Health Track,Creativity,8.5
961,33,10,Health Track,Practicality,8.5
962,33,10,Health Track,Polish,8.5
963,33,10,Health Track,Technical Depth,8.5
964,33,5,Health Track,Creativity,6.5
965,33,5,Health Track,Practicality,6.5
966,33,5,Health Track,Polish,6.5
967,33,5,Health Track,Technical Depth,6.5
968,33,32,Health Track,Creativity,8.25
969,33,32,Health Track,Practicality,8.25
970,33,32,Health Track,Polish,8.25
971,33,32,Health Track,Technical Depth,8.25
972,33,9,Health Track,Creativity,7.5
973,33,9,Health Track,Practicality,7.5
974,33,9,Health Track,Polish,7.5
975,33,9,Health Track,Technical Depth,7.5
976,33,30,Health Track,Creativity,7.25
977,33,30,Health Track,Practicality,7.25
978,33,30,Health Track,Polish,7.25
979,33,30,Health Track,Technical Depth,7.25
980,33,28,Health Track,Creativity,3.75
981,33,28,Health Track,Practicality,3.75
982,33,28,Health Track,Polish,3.75
983,33,28,Health Track,Technical Depth,3.75
984,45,29,Health Track,Creativity,9.0
985,45,29,Health Track,Practicality,9.0
986,45,29,Health Track,Polish,9.0
987,45,29,Health Track,Technical Depth,9.0
988,45,13,Health Track,Creativity,8.5
989,45,13,Health Track,Practicality,8.5
990,45,13,Health Track,Polish,8.5
991,45,13,Health Track,Technical Depth,8.5
992,45,10,Health Track,Creativity,8.75
993,45,10,Health Track,Practicality,8.75
994,45,10,Health Track,Polish,8.75
995,45,10,Health Track,Technical Depth,8.75
996,45,5,Health Track,Creativity,9.0
997,45,5,Health Track,Practicality,9.0
998,45,5,Health Track,Polish,9.0
999,45,5,Health Track,Technical Depth,9.0
1000,45,32,Health Track,Creativity,8.5
1001,45,32,Health Track,Practicality,8.5
1002,45,32,Health Track,Polish,8.5
1003,45,32,Health Track,Technical Depth,8.5
1004,45,9,Health Track,Creativity,8.0
1005,45,9,Health Track,Practicality,8.0
1006,45,9,Health Track,Polish,8.0
1007,45,9,Health Track,Technical Depth,8.0
1008,45,30,Health Track,Creativity,8.0
1009,45,30,Health Track,Practicality,8.0
1010,45,30,Health Track,Polish,8.0
1011,45,30,Health Track,Technical Depth,8.0
1012,45,28,Health Track,Creativity,9.0
1013,45,28,Health Track,Practicality,9.0
1014,45,28,Health Track,Polish,9.0
1015,45,28,Health Track,Technical Depth,9.0
1016,58,29,Health Track,Creativity,5.25
1017,58,29,Health Track,Practicality,5.25
1018,58,29,Health Track,Polish,5.25
1019,58,29,Health Track,Technical Depth,5.25
1020,58,13,Health Track,Creativity,6.25
1021,58,13,Health Track,Practicality,6.25
1022,58,13,Health Track,Polish,6.25
1023,58,13,Health Track,Technical Depth,6.25
1024,58,10,Health Track,Creativity,8.5
1025,58,10,Health Track,Practicality,8.5
1026,58,10,Health Track,Polish,8.5
1027,58,10,Health Track,Technical Depth,8.5
1028,58,5,Health Track,Creativity,7.0
1029,58,5,Health Track,Practicality,7.0
1030,58,5,Health Track,Polish,7.0
1031,58,5,Health Track,Technical Depth,7.0
1032,58,32,Health Track,Creativity,7.25
1033,58,32,Health Track,Practicality,7.25
1034,58,32,Health Track,Polish,7.25
1035,58,32,Health Track,Technical Depth,7.25
1036,58,9,Health Track,Creativity,6.5
1037,58,9,Health Track,Practicality,6.5
1038,58,9,Health Track,Polish,6.5
1039,58,9,Health Track,Technical Depth,6.5
1040,58,30,Health Track,Creativity,
1041,58,30,Health Track,Practicality,
1042,58,30,Health Track,Polish,
1043,58,30,Health Track,Technical Depth,
1044,58,28,Health Track,Creativity,
1045,58,28,Health Track,Practicality,
1046,58,28,Health Track,Polish,
1047,58,28,Health Track,Technical Depth,
1048,17,29,Maker Track,Creativity,5.25
1049,17,29,Maker Track,Practicality,5.25
1050,17,29,Maker Track,Polish,5.25
1051,17,29,Maker Track,Technical Depth,5.25
1052,17,26,Maker Track,Creativity,7.5
1053,17,26,Maker Track,Practicality,7.5
1054,17,26,Maker Track,Polish,7.5
1055,17,26,Maker Track,Technical Depth,7.5
1056,17,24,Maker Track,Creativity,9.0
1057,17,24,Maker Track,Practicality,9.0
1058,17,24,Maker Track,Polish,9.0
1059,17,24,Maker Track,Technical Depth,9.0
1060,17,22,Maker Track,Creativity,6.25
1061,17,22,Maker Track,Practicality,6.25
1062,17,22,Maker Track,Polish,6.25
1063,17,22,Maker Track,Technical Depth,6.25
1064,17,20,Maker Track,Creativity,7.5
1065,17,20,Maker Track,Practicality,7.5
1066,17,20,Maker Track,Polish,7.5
1067,17,20,Maker Track,Technical Depth,7.5
1068,17,18,Maker Track,Creativity,7.0
1069,17,18,Maker Track,Practicality,7.0
1070,17,18,Maker Track,Polish,7.0
1071,17,18,Maker Track,Technical Depth,7.0
1072,17,17,Maker Track,Creativity,5.25
1073,17,17,Maker Track,Practicality,5.25
1074,17,17,Maker Track,Polish,5.25
1075,17,17,Maker Track,Technical Depth,5.25
1076,17,16,Maker Track,Creativity,7.25
1077,17,16,Maker Track,Practicality,7.25
1078,17,16,Maker Track,Polish,7.25
1079,17,16,Maker Track,Technical Depth,7.25
1080,17,15,Maker Track,Creativity,7.75
1081,17,15,Maker Track,Practicality,7.75
1082,17,15,Maker Track,Polish,7.75
1083,17,15,Maker Track,Technical Depth,7.75
1084,17,11,Maker Track,Creativity,6.75
1085,17,11,Maker Track,Practicality,6.75
1086,17,11,Maker Track,Polish,6.75
1087,17,11,Maker Track,Technical Depth,6.75
1088,17,7,Maker Track,Creativity,5.5
1089,17,7,Maker Track,Practicality,5.5
1090,17,7,Maker Track,Polish,5.5
1091,17,7,Maker Track,Technical Depth,5.5
1092,17,5,Maker Track,Creativity,6.5
1093,17,5,Maker Track,Practicality,6.5
1094,17,5,Maker Track,Polish,6.5
1095,17,5,Maker Track,Technical Depth,6.5
1096,17,2,Maker Track,Creativity,4.5
1097,17,2,Maker Track,Practicality,4.5
1098,17,2,Maker Track,Polish,4.5
1099,17,2,Maker Track,Technical Depth,4.5
1100,17,1,Maker Track,Creativity,8.0
1101,17,1,Maker Track,Practicality,8.0
1102,17,1,Maker Track,Polish,8.0
1103,17,1,Maker Track,Technical Depth,8.0
1104,40,29,Maker Track,Creativity,9.75
1105,40,29,Maker Track,Practicality,9.75
1106,40,29,Maker Track,Polish,9.75
1107,40,29,Maker Track,Technical Depth,9.75
1108,40,26,Maker Track,Creativity,9.0
1109,40,26,Maker Track,Practicality,9.0
1110,40,26,Maker Track,Polish,9.0
1111,40,26,Maker Track,Technical Depth,9.0
1112,40,24,Maker Track,Creativity,3.5
1113,40,24,Maker Track,Practicality,3.5
1114,40,24,Maker Track,Polish,3.5
1115,40,24,Maker Track,Technical Depth,3.5
1116,40,22,Maker Track,Creativity,6.5
1117,40,22,Maker Track,Practicality,6.5
1118,40,22,Maker Track,Polish,6.5
1119,40,22,Maker Track,Technical Depth,6.5
1120,40,20,Maker Track,Creativity,8.5
1121,40,20,Maker Track,Practicality,8.5
1122,40,20,Maker Track,Polish,8.5
1123,40,20,Maker Track,Technical Depth,8.5
1124,40,18,Maker Track,Creativity,8.0
1125,40,18,Maker Track,Practicality,8.0
1126,40,18,Maker Track,Polish,8.0
1127,40,18,Maker Track,Technical Depth,8.0
1128,40,17,Maker Track,Creativity,7.5
1129,40,17,Maker Track,Practicality,7.5
1130,40,17,Maker Track,Polish,7.5
1131,40,17,Maker Track,Technical Depth,7.5
1132,40,16,Maker Track,Creativity,7.0
1133,40,16,Maker Track,Practicality,7.0
1134,40,16,Maker Track,Polish,7.0
1135,40,16,Maker Track,Technical Depth,7.0
1136,40,15,Maker Track,Creativity,9.5
1137,40,15,Maker Track,Practicality,9.5
1138,40,15,Maker Track,Polish,9.5
1139,40,15,Maker Track,Technical Depth,9.5
1140,40,11,Maker Track,Creativity,7.25
1141,40,11,Maker Track,Practicality,7.25
1142,40,11,Maker Track,Polish,7.25
1143,40,11,Maker Track,Technical Depth,7.25
1144,40,7,Maker Track,Creativity,4.5
1145,40,7,Maker Track,Practicality,4.5
1146,40,7,Maker Track,Polish,4.5
1147,40,7,Maker Track,Technical Depth,4.5
1148,40,5,Maker Track,Creativity,5.5
1149,40,5,Maker Track,Practicality,5.5
1150,40,5,Maker Track,Polish,5.5
1151,40,5,Maker Track,Technical Depth,5.5
1152,40,2,Maker Track,Creativity,8.5
1153,40,2,Maker Track,Practicality,8.5
1154,40,2,Maker Track,Polish,8.5
1155,40,2,Maker Track,Technical Depth,8.5
1156,40,1,Maker Track,Creativity,10.0
1157,40,1,Maker Track,Practicality,10.0
1158,40,1,Maker Track,Polish,10.0
1159,40,1,Maker Track,Technical Depth,10.0
1160,57,29,Maker Track,Creativity,7.5
1161,57,29,Maker Track,Practicality,7.5
1162,57,29,Maker Track,Polish,7.5
1163,57,29,Maker Track,Technical Depth,7.5
1164,57,26,Maker Track,Creativity,7.5
1165,57,26,Maker Track,Practicality,7.5
1166,57,26,Maker Track,Polish,7.5
1167,57,26,Maker Track,Technical Depth,7.5
1168,57,24,Maker Track,Creativity,6.5
1169,57,24,Maker Track,Practicality,6.5
1170,57,24,Maker Track,Polish,6.5
1171,57,24,Maker Track,Technical Depth,6.5
1172,57,22,Maker Track,Creativity,6.25
1173,57,22,Maker Track,Practicality,6.25
1174,57,22,Maker Track,Polish,6.25
1175,57,22,Maker Track,Technical Depth,6.25
1176,57,20,Maker Track,Creativity,7.0
1177,57,20,Maker Track,Practicality,7.0
1178,57,20,Maker Track,Polish,7.0
1179,57,20,Maker Track,Technical Depth,7.0
1180,57,18,Maker Track,Creativity,6.25
1181,57,18,Maker Track,Practicality,6.25
1182,57,18,Maker Track,Polish,6.25
1183,57,18,Maker Track,Technical Depth,6.25
1184,57,17,Maker Track,Creativity,6.5
1185,57,17,Maker Track,Practicality,6.5
1186,57,17,Maker Track,Polish,6.5
1187,57,17,Maker Track,Technical Depth,6.5
1188,57,16,Maker Track,Creativity,7.0
1189,57,16,Maker Track,Practicality,7.0
1190,57,16,Maker Track,Polish,7.0
1191,57,16,Maker Track,Technical Depth,7.0
1192,57,15,Maker Track,Creativity,6.25
1193,57,15,Maker Track,Practicality,6.25
1194,57,15,Maker Track,Polish,6.25
1195,57,15,Maker Track,Technical Depth,6.25
1196,57,11,Maker Track,Creativity,6.0
1197,57,11,Maker Track,Practicality,6.0
1198,57,11,Maker Track,Polish,6.0
